question,Doc,Topic,Probability
Strange values in ARM.L price data 1998-2000 from Yahoo,3356,29,0.4146091341972351
What is vested stock and yearly dividends?,3357,1,0.6629959344863892
Mortgage loan implications when tearing down existing house and building new one?,3358,27,0.45670968294143677
How to invest 100k,3359,1,0.7481469511985779
How to calculate the closing price percentage change for a stock?,3360,29,0.4812435805797577
Why doesn't GnuCash auto-reconcile non-bank accounts?,3361,22,0.8553177714347839
Should I take a student loan to pursue my undergraduate studies in France? ,3362,27,0.8985065817832947
Is there a term that better describes a compound annual growth rate (CAGR) when it is negative?,3363,34,0.8553645014762878
How do I buy bundled insurance policies?,3364,27,0.6700422167778015
"What forms (S-1, 8-K, etc) and keywords in news headlines signify dilution?",3365,25,0.9217976331710815
Unable to understand logic behind why there is no exit load on liquid fund,3366,19,0.9537281394004822
What effect will the financial reform bill have on everyday Americans?,3367,14,0.8984825015068054
Strategy to pay off car loan before selling the car,3368,27,0.794451892375946
"Stock trading models that use fundamental analysis, e.g. PEG ratios?",3369,25,0.8392605185508728
Calculate APR for under 1 year loan,3370,0,0.02857142873108387
Why is the volume highest at the beginning and end of a trading day?,3371,25,0.7534942030906677
"How are shares used, and what are they, physically?",3372,15,0.5471699237823486
What is the preferred way to set up personal finances?,3373,0,0.7279406189918518
"Why would parents, of a young adult without dependents, not profit from the young adult's Term Life Insurance?",3374,10,0.5279501676559448
Standard Deviation with Asset Prices?,3375,29,0.9218361377716064
Mortgage company withholding insurance proceeds,3376,27,0.5466644167900085
Can my spouse be the primary signer on my car's loan?,3377,27,0.921828031539917
2 UAN Numbers allotted to my PAN Number,3378,6,0.8984954953193665
How can I remove the movement of the stock market as a whole from the movement in price of an individual share?,3379,25,0.7116218209266663
Why does shorting a call option have potential for unlimited loss?,3380,17,0.5742616057395935
Will refinancing my auto loan hurt my mortgage approval or help it?,3381,7,0.7604841589927673
What Happens to Cofounders' Shares when they IPO?,3382,15,0.43259644508361816
Can someone help me understand my student loans?,3383,26,0.8553165793418884
"Paying off loans early, or is there some way to reduce extortionate interest charges?",3384,27,0.5675804615020752
Easiest way to diversify savings,3385,14,0.36626753211021423
Is there a significant danger to market orders as opposed to limit orders?,3386,25,0.9464443922042847
Why is a stock dividend considered a dividend? What makes it different from a stock split?,3387,25,0.48427364230155945
Are the “debt reduction” company useful?,3388,17,0.6183147430419922
"I thought student loans didn't have interest, or at least very low interest? [UK]",3389,34,0.9218319058418274
Annuities question - Equations of value,3390,1,0.6742376089096069
Where can you find dividends for Australian Stock Market Shares (ASX) for more than 2 years of data? ,3391,25,0.33758074045181274
Regarding Australian CBS takeover of TEN,3392,28,0.8552824854850769
Take car loan out of mortgage to improve equity,3393,27,0.6072036623954773
Want to buy expensive product online. Credit line on credit cards not big enough. How do “Preferred Account” programs work?,3394,20,0.4859280288219452
I'm halfway through a 5-year purchase financing deal on my car. It's expensive. Can I sell it and get a cheaper car?,3395,27,0.709163248538971
The penalty on early redemption of a personal loan,3396,27,0.9218241572380066
Car dealer saying that they cannot see any credit information for my co-applicant. Could this be a scam?,3397,27,0.37636035680770874
How can someone with a new job but no credit history get a loan to settle another debt?,3398,27,0.3713729977607727
Why does Yahoo Finance's data for a Vanguard fund's dividend per share not match the info from Vanguard?,3399,1,0.4122181236743927
Can I add PMI to my principal balance when I take out a mortgage?,3400,27,0.7293741106987
Can my federal adjusted gross income differ by $1 between my federal and state returns?,3401,18,0.9592783451080322
FICA was not withheld from my paycheck,3402,0,0.02857142873108387
Can I get a tax deduction for PMI?,3403,18,0.8984900712966919
How do I set up my finances when first moving out?,3404,17,0.42569905519485474
How do I cash in physical stock certificates? (GM 1989),3405,25,0.6798028945922852
Do stock prices drop due to dividends?,3406,29,0.3806721866130829
"I'm 23, living at home, and still can't afford my own property. What could I do?",3407,27,0.6418958902359009
Priced out of London property market. What are my accommodation investment options?,3408,14,0.4245049059391022
What is a mutual fund “high water mark” and how does it affect performance fees?,3409,13,0.7333664298057556
What credit card information are offline US merchants allowed to collect for purposes other than the transaction? ,3410,20,0.8611944317817688
Calculating savings from mortgage interest deduction vs. standard deduction?,3411,18,0.47454768419265747
What drives the value of a stock? [duplicate],3412,12,0.43188971281051636
Auto insurance on new car,3413,27,0.921836793422699
"For insurance, why should you refuse $4,000/year for only 10 years and prefer $500/year indefinitely?",3414,27,0.953733503818512
Auto Loan and Balance Transfer,3415,27,0.693967878818512
Advice on low-risk long-term strategy for extra cash?,3416,16,0.3169591426849365
Put a dollar value on pensions?,3417,25,0.35864266753196716
Should I use a bank or a credit union for my savings account?,3418,22,0.3294411301612854
I have savings and excess income. Is it time for me to find a financial advisor?,3419,2,0.2579476535320282
Where can one graph portfolio performance over time?,3420,14,0.9218308925628662
What is an accounting term that factors growth as a function of time and discount rate?,3421,34,0.679663896560669
"How can we get a hold of our finances again, with much less time to spend on accounting and budgeting, due to the arrival of our child?",3422,22,0.7728981375694275
How do I interpret these income tax numbers for Chinese public company Dangdang Inc. (DANG)?,3423,18,0.40532076358795166
does interest payment on loan stay the same if I pay early,3424,27,0.9464519619941711
Should I try to negotiate a signing bonus?,3425,27,0.921821117401123
Home insurance score drastically decreases after car insurance claim?,3426,27,0.6756761074066162
GnuCash register reimbursements,3427,0,0.02857142873108387
Formula that predicts whether one is better off investing or paying down debt,3428,27,0.5310739874839783
What is a formula for calculating equity accumulated while repaying car loan?,3429,27,0.5245594382286072
Tax advantages of using 529 plans to save for child's education?,3430,18,0.32762712240219116
Should I learn to do my own tax?,3431,18,0.4416779577732086
"How to search efficiently for financial institutions, credit cards, etc (At least in Canada)?",3432,14,0.5102254748344421
Invest in low cost small cap index funds when saving towards retirement?,3433,19,0.4845023453235626
Payroll taxes on exercised stock options,3434,26,0.5086886286735535
How to manage paying expenses when moving to a weekly pay schedule and with a pay increase?,3435,27,0.6156025528907776
Thorough Description of Yield to Maturity?,3436,1,0.9218180179595947
Payment default penalties on annuities,3437,18,0.9218288660049438
Investment for young expatriate professionals,3438,14,0.9218246936798096
Why does 'further borrowing' always mean permanent extra mortgage accounts?,3439,22,0.4345783293247223
Which Novo Nordisk ticker is most tax efficient in a UK SIPP?,3440,16,0.7481101155281067
mortgage vs car loan vs invest extra cash?,3441,27,0.4250122010707855
I might use a credit card convenience check. What should I consider?,3442,20,0.5009371042251587
Meaning of “credit”,3443,20,0.4321397542953491
What exactly changes following a stock split? Why doesn't “Shares” (on the following SEC balance sheet) change?,3444,29,0.30686479806900024
How to understand the caculation of interest for credit cards?,3445,20,0.5281796455383301
institutional ownership — why is it so convoluted,3446,6,0.8984885811805725
What is the meaning of Equal Housing Lender? Do non-banks need to display it?,3447,11,0.4114397168159485
Valuation Spreadsheet,3448,0,0.02857142873108387
How to quickly track daily cash expenses that don't come with a receipt?,3449,27,0.9537327885627747
Is it a good idea to get an unsecured loan to pay off a credit card that won't lower a high rate?,3450,27,0.27134081721305847
Current accounts reward schemes and reciprocal standing orders?,3451,7,0.6526308059692383
What actions should I be taking to establish good credit scores for my children?,3452,20,0.6373283267021179
Resources to begin trading from home?,3453,22,0.5004472732543945
Investing Account Options,3454,22,0.598628580570221
How do I apply for a mortgage after a cash closing on a property?,3455,7,0.521377682685852
Stocks: Where can I find a list of bankrupt/diluting stocks in the US? ,3456,17,0.7901222705841064
How much of a down payment for a car should I save before purchasing it?,3457,27,0.7216176986694336
Options for the intelligent but inexperienced,3458,26,0.855288565158844
"W-4 was not updated when moving from part-time to full-time, still showed Tax-Exempt. What happens now?",3459,17,0.6745572090148926
